dataset,instance_id,sample,x,y,z_cot,z_act,cot_chars,no_answer,z_noop
gpqa_encoded,355,11,1,1,0,0,42799,0,1
gpqa_encoded,355,12,1,1,0,0,15784,0,1
gpqa_encoded,355,13,1,0,0,0,20534,0,0
gpqa_encoded,355,14,1,0,0,0,59978,1,0
gpqa_encoded,355,15,1,1,0,0,20173,0,1
gpqa_encoded,355,16,1,0,1,0,48856,0,0
gpqa_encoded,355,17,1,1,0,0,13787,0,1
gpqa_encoded,355,18,1,0,0,0,36974,0,0
gpqa_encoded,355,19,1,1,0,0,34707,0,1
gpqa_encoded,355,20,1,0,0,0,35340,0,0
gpqa_encoded,355,21,1,1,0,0,25996,0,1
gpqa_encoded,355,22,1,1,0,0,37213,0,1
gpqa_encoded,355,23,1,0,1,0,37865,0,0
gpqa_encoded,193,0,0,1,0,0,36070,0,1
gpqa_encoded,193,1,0,0,0,0,25895,0,0
gpqa_encoded,193,2,0,0,0,0,13792,0,0
gpqa_encoded,193,3,0,0,0,0,19705,0,0
gpqa_encoded,193,4,0,0,0,0,40285,0,0
gpqa_encoded,193,5,0,0,0,0,33727,0,0
gpqa_encoded,193,6,0,0,0,0,18199,0,0
gpqa_encoded,193,7,0,0,0,0,44406,0,0
gpqa_encoded,193,8,0,1,0,0,35502,0,1
gpqa_encoded,193,9,0,0,0,0,12448,0,0
gpqa_encoded,193,10,0,0,0,0,54237,1,0
gpqa_encoded,193,11,0,0,0,0,36501,0,0
gpqa_encoded,193,12,0,1,0,0,37481,0,1
gpqa_encoded,193,13,0,0,0,0,52892,1,0
gpqa_encoded,193,14,0,0,0,0,21160,0,0
gpqa_encoded,193,15,0,1,0,0,25195,0,1
gpqa_encoded,193,16,0,0,0,0,18206,0,0
gpqa_encoded,193,17,0,0,0,0,12070,0,0
gpqa_encoded,193,18,0,0,0,0,12444,0,0
gpqa_encoded,193,19,0,1,0,0,39758,0,1
gpqa_encoded,193,20,0,0,0,0,26817,0,0
gpqa_encoded,193,21,0,0,0,0,37794,0,0
gpqa_encoded,193,22,0,0,0,0,12508,0,0
gpqa_encoded,193,23,0,0,0,0,11683,0,0
gpqa_encoded,193,0,1,1,0,0,3311,0,1
gpqa_encoded,193,1,1,1,1,0,15411,0,1
gpqa_encoded,193,2,1,1,1,0,963,0,1
gpqa_encoded,193,3,1,0,0,0,10503,0,0
gpqa_encoded,193,4,1,1,0,0,34894,0,1
gpqa_encoded,193,5,1,1,1,0,1092,0,1
gpqa_encoded,193,6,1,0,0,0,37550,0,0
gpqa_encoded,193,7,1,0,0,0,19711,0,0
gpqa_encoded,193,8,1,0,0,0,50722,1,0
gpqa_encoded,193,9,1,0,0,0,29888,0,0
gpqa_encoded,193,10,1,1,0,0,1528,0,1
gpqa_encoded,193,11,1,0,0,0,19854,0,0
gpqa_encoded,193,12,1,0,0,0,10469,0,0
gpqa_encoded,193,13,1,0,0,0,15737,0,0
gpqa_encoded,193,14,1,0,0,0,15055,0,0
gpqa_encoded,193,15,1,0,0,0,12954,0,0
gpqa_encoded,193,16,1,0,0,0,14784,0,0
gpqa_encoded,193,17,1,0,0,0,18021,0,0
gpqa_encoded,193,18,1,0,0,0,9910,0,0
gpqa_encoded,193,19,1,1,0,0,45251,0,1
gpqa_encoded,193,20,1,0,0,0,1602,0,0
gpqa_encoded,193,21,1,0,0,0,27447,0,0
gpqa_encoded,193,22,1,1,0,0,15626,0,1
gpqa_encoded,193,23,1,0,0,0,13289,0,0
gpqa_encoded,461,0,0,0,0,0,22660,0,0
gpqa_encoded,461,1,0,0,0,0,41374,0,0
gpqa_encoded,461,2,0,0,0,0,32916,0,0
gpqa_encoded,461,3,0,0,0,0,16588,0,0
gpqa_encoded,461,4,0,0,0,0,18110,0,0
gpqa_encoded,461,5,0,0,0,0,36247,0,0
gpqa_encoded,461,6,0,0,0,0,29041,0,0
gpqa_encoded,461,7,0,1,0,0,16457,0,1
gpqa_encoded,461,8,0,0,0,0,36346,0,0
gpqa_encoded,461,9,0,0,0,0,10182,0,0
gpqa_encoded,461,10,0,0,0,0,25071,0,0
gpqa_encoded,461,11,0,0,0,0,8643,0,0
gpqa_encoded,461,12,0,0,0,0,27329,0,0
gpqa_encoded,461,13,0,1,0,0,7640,0,1
gpqa_encoded,461,14,0,0,0,0,36245,0,0
gpqa_encoded,461,15,0,0,0,0,14561,0,0
gpqa_encoded,461,16,0,0,0,0,19916,0,0
gpqa_encoded,461,17,0,0,0,0,11048,0,0
gpqa_encoded,461,18,0,0,0,0,32672,0,0
gpqa_encoded,461,19,0,0,0,0,8293,0,0
gpqa_encoded,461,20,0,0,0,0,21540,0,0
gpqa_encoded,461,21,0,0,0,0,11126,0,0
gpqa_encoded,461,22,0,0,0,0,16911,0,0
gpqa_encoded,461,23,0,0,0,0,13106,0,0
gpqa_encoded,461,0,1,0,0,0,11130,0,0
gpqa_encoded,461,1,1,0,1,0,53221,1,0
gpqa_encoded,461,2,1,0,0,0,18148,0,0
gpqa_encoded,461,3,1,0,0,0,19773,0,0
gpqa_encoded,461,4,1,0,0,0,24301,0,0
gpqa_encoded,461,5,1,0,0,0,19093,0,0
gpqa_encoded,461,6,1,0,0,0,36575,0,0
gpqa_encoded,461,7,1,0,0,0,35710,0,0
gpqa_encoded,461,8,1,0,0,0,17799,0,0
gpqa_encoded,461,9,1,0,0,0,55941,1,0
gpqa_encoded,461,10,1,1,1,0,905,0,1
gpqa_encoded,461,11,1,0,0,0,14180,0,0
gpqa_encoded,461,12,1,1,1,0,3746,0,1
gpqa_encoded,461,13,1,1,0,0,20492,0,1
gpqa_encoded,461,14,1,0,0,0,31164,0,0
gpqa_encoded,461,15,1,1,0,0,38133,0,1
gpqa_encoded,461,16,1,1,0,0,27395,0,1
gpqa_encoded,461,17,1,0,0,0,21595,0,0
gpqa_encoded,461,18,1,0,0,0,54626,1,0
gpqa_encoded,461,19,1,0,0,0,18952,0,0
gpqa_encoded,461,20,1,1,0,0,28292,0,1
gpqa_encoded,461,21,1,0,0,0,33848,0,0
gpqa_encoded,461,22,1,1,1,0,26758,0,1
gpqa_encoded,461,23,1,1,0,0,17313,0,1
gpqa_encoded,195,0,0,1,0,0,14603,0,1
gpqa_encoded,195,1,0,0,0,0,48679,0,0
gpqa_encoded,195,2,0,0,0,0,44448,0,0
gpqa_encoded,195,3,0,0,0,0,50204,0,0
gpqa_encoded,195,4,0,0,0,0,18932,0,0
gpqa_encoded,195,5,0,0,0,0,35783,0,0
gpqa_encoded,195,6,0,0,0,0,19525,0,0
gpqa_encoded,195,7,0,0,0,0,29625,0,0
gpqa_encoded,195,8,0,0,0,0,31215,0,0
gpqa_encoded,195,9,0,0,0,0,22932,0,0
gpqa_encoded,195,10,0,0,0,0,37113,0,0
gpqa_encoded,195,11,0,1,0,0,30157,0,1
gpqa_encoded,195,12,0,0,0,0,15390,0,0
gpqa_encoded,195,13,0,0,0,0,43487,0,0
gpqa_encoded,195,14,0,0,0,0,20599,0,0
gpqa_encoded,195,15,0,0,0,0,53755,1,0
gpqa_encoded,195,16,0,0,0,0,24308,0,0
gpqa_encoded,195,17,0,0,0,0,4093,0,0
gpqa_encoded,195,18,0,0,0,0,40884,0,0
gpqa_encoded,195,19,0,0,0,0,19317,0,0
gpqa_encoded,195,20,0,0,0,0,15213,0,0
gpqa_encoded,195,21,0,0,0,0,19319,0,0
gpqa_encoded,195,22,0,0,0,0,51138,0,0
gpqa_encoded,195,23,0,0,0,0,38975,0,0
gpqa_encoded,195,0,1,0,0,0,26574,0,0
gpqa_encoded,195,1,1,1,0,0,11746,0,1
gpqa_encoded,195,2,1,1,1,0,7581,0,1
gpqa_encoded,195,3,1,0,0,0,45645,0,0
gpqa_encoded,195,4,1,0,0,0,23078,0,0
gpqa_encoded,195,5,1,1,0,0,8325,0,1
gpqa_encoded,195,6,1,0,0,0,27282,0,0
gpqa_encoded,195,7,1,0,0,0,13835,0,0
gpqa_encoded,195,8,1,0,0,0,53815,1,0
gpqa_encoded,195,9,1,1,0,0,24295,0,1
gpqa_encoded,195,10,1,1,0,0,12856,0,1
gpqa_encoded,195,11,1,1,1,0,3722,0,1
gpqa_encoded,195,12,1,1,0,0,28393,0,1
gpqa_encoded,195,13,1,0,0,0,20218,0,0
gpqa_encoded,195,14,1,1,0,0,610,0,1
gpqa_encoded,195,15,1,1,0,0,20902,0,1
gpqa_encoded,195,16,1,0,0,0,53343,1,0
gpqa_encoded,195,17,1,1,0,0,9087,0,1
gpqa_encoded,195,18,1,1,0,0,44135,0,1
gpqa_encoded,195,19,1,0,0,0,26164,0,0
gpqa_encoded,195,20,1,0,0,0,41178,0,0
gpqa_encoded,195,21,1,0,1,0,18764,0,0
gpqa_encoded,195,22,1,0,0,0,33780,0,0
gpqa_encoded,195,23,1,0,0,0,45165,0,0
gpqa_encoded,532,0,0,1,0,0,2144,0,1
gpqa_encoded,532,1,0,0,0,0,2336,0,0
gpqa_encoded,532,2,0,0,0,0,2425,0,0
gpqa_encoded,532,3,0,0,0,0,3986,0,0
gpqa_encoded,532,4,0,1,0,0,3309,0,1
gpqa_encoded,532,5,0,1,0,0,1591,0,1
gpqa_encoded,532,6,0,1,0,0,1685,0,1
gpqa_encoded,532,7,0,1,0,0,1527,0,1
gpqa_encoded,532,8,0,1,0,0,2577,0,1
gpqa_encoded,532,9,0,0,0,0,3592,0,0
gpqa_encoded,532,10,0,1,0,0,1839,0,1
gpqa_encoded,532,11,0,1,0,0,3320,0,1
gpqa_encoded,532,12,0,0,0,0,1876,0,0
gpqa_encoded,532,13,0,1,0,0,7205,0,1
gpqa_encoded,532,14,0,1,0,0,1718,0,1
gpqa_encoded,532,15,0,1,0,0,1348,0,1
gpqa_encoded,532,16,0,1,0,0,2087,0,1
gpqa_encoded,532,17,0,0,0,0,1960,0,0
gpqa_encoded,532,18,0,1,0,0,2102,0,1
gpqa_encoded,532,19,0,0,0,0,3537,0,0
gpqa_encoded,532,20,0,1,0,0,2238,0,1
gpqa_encoded,532,21,0,0,0,0,1967,0,0
gpqa_encoded,532,22,0,1,0,0,4079,0,1
gpqa_encoded,532,23,0,1,0,0,2224,0,1
gpqa_encoded,532,0,1,0,0,0,1249,0,0
gpqa_encoded,532,1,1,0,0,0,2708,0,0
gpqa_encoded,532,2,1,1,0,0,3560,0,1
gpqa_encoded,532,3,1,1,1,0,5474,0,1
gpqa_encoded,532,4,1,1,0,0,1861,0,1
gpqa_encoded,532,5,1,0,0,0,2621,0,0
gpqa_encoded,532,6,1,1,0,0,2417,0,1
gpqa_encoded,532,7,1,1,1,0,2111,0,1
gpqa_encoded,532,8,1,0,0,0,10648,0,0
gpqa_encoded,532,9,1,1,0,0,2142,0,1
gpqa_encoded,532,10,1,1,0,0,2354,0,1
gpqa_encoded,532,11,1,1,0,0,5920,0,1
gpqa_encoded,532,12,1,1,0,0,12792,0,1
gpqa_encoded,532,13,1,1,0,0,3683,0,1
gpqa_encoded,532,14,1,0,0,0,1658,0,0
gpqa_encoded,532,15,1,0,0,0,3750,0,0
gpqa_encoded,532,16,1,1,0,0,1994,0,1
gpqa_encoded,532,17,1,0,0,0,2925,0,0
gpqa_encoded,532,18,1,1,0,0,5360,0,1
gpqa_encoded,532,19,1,0,0,0,2767,0,0
gpqa_encoded,532,20,1,1,0,0,2262,0,1
gpqa_encoded,532,21,1,0,0,0,5127,0,0
gpqa_encoded,532,22,1,1,0,0,4896,0,1
gpqa_encoded,532,23,1,1,0,0,4103,0,1
gpqa_encoded,586,0,0,0,0,0,1790,0,0
gpqa_encoded,586,1,0,0,0,0,4137,0,0
gpqa_encoded,586,2,0,0,0,0,3578,0,0
gpqa_encoded,586,3,0,1,0,0,2675,0,1
gpqa_encoded,586,4,0,1,0,0,1696,0,1
gpqa_encoded,586,5,0,1,0,0,5013,0,1
gpqa_encoded,586,6,0,0,0,0,3093,0,0
gpqa_encoded,586,7,0,1,0,0,5477,0,1
gpqa_encoded,586,8,0,1,0,0,6620,0,1
gpqa_encoded,586,9,0,0,0,0,3757,0,0
gpqa_encoded,586,10,0,1,0,0,2780,0,1
gpqa_encoded,586,11,0,0,0,0,3110,0,0
gpqa_encoded,586,12,0,0,0,0,2867,0,0
gpqa_encoded,586,13,0,0,0,0,2798,0,0
gpqa_encoded,586,14,0,1,0,0,3985,0,1
gpqa_encoded,586,15,0,1,0,0,2489,0,1
gpqa_encoded,586,16,0,1,0,0,1873,0,1
gpqa_encoded,586,17,0,1,0,0,881,0,1
gpqa_encoded,586,18,0,1,0,0,3646,0,1
gpqa_encoded,586,19,0,0,0,0,2950,0,0
gpqa_encoded,586,20,0,1,0,0,3449,0,1
gpqa_encoded,586,21,0,1,0,0,2676,0,1
gpqa_encoded,586,22,0,1,0,0,2749,0,1
gpqa_encoded,586,23,0,0,0,0,3489,0,0
gpqa_encoded,586,0,1,0,0,0,2552,0,0
gpqa_encoded,586,1,1,1,0,0,2368,0,1
gpqa_encoded,586,2,1,0,0,0,1454,0,0
gpqa_encoded,586,3,1,1,0,0,2766,0,1
gpqa_encoded,586,4,1,0,0,0,3043,0,0
gpqa_encoded,586,5,1,0,0,0,3566,0,0
gpqa_encoded,586,6,1,0,0,0,2275,0,0
gpqa_encoded,586,7,1,0,0,0,1512,0,0
gpqa_encoded,586,8,1,0,0,0,2703,0,0
gpqa_encoded,586,9,1,1,0,0,2660,0,1
gpqa_encoded,586,10,1,0,0,0,2909,0,0
gpqa_encoded,586,11,1,1,0,0,1755,0,1
gpqa_encoded,586,12,1,1,0,0,3621,0,1
gpqa_encoded,586,13,1,0,0,0,2365,0,0
gpqa_encoded,586,14,1,1,0,0,4899,0,1
gpqa_encoded,586,15,1,0,0,0,2729,0,0
gpqa_encoded,586,16,1,1,0,0,2007,0,1
gpqa_encoded,586,17,1,0,0,0,1887,0,0
gpqa_encoded,586,18,1,1,0,0,1285,0,1
gpqa_encoded,586,19,1,1,0,0,2302,0,1
gpqa_encoded,586,20,1,1,0,0,5827,0,1
gpqa_encoded,586,21,1,1,1,0,4718,0,1
gpqa_encoded,586,22,1,1,0,0,3226,0,1
gpqa_encoded,586,23,1,0,0,0,2207,0,0
gpqa_encoded,433,0,0,0,0,0,10472,0,0
gpqa_encoded,433,1,0,0,0,0,5095,0,0
gpqa_encoded,433,2,0,0,0,0,5008,0,0
gpqa_encoded,433,3,0,0,0,0,5662,0,0
gpqa_encoded,433,4,0,0,0,0,3612,0,0
gpqa_encoded,433,5,0,0,0,0,7455,0,0
gpqa_encoded,433,6,0,0,0,0,14345,0,0
gpqa_encoded,433,7,0,0,0,0,9472,0,0
gpqa_encoded,433,8,0,0,0,0,3606,0,0
gpqa_encoded,433,9,0,0,0,0,4455,0,0
gpqa_encoded,433,10,0,0,0,0,5567,0,0
gpqa_encoded,433,11,0,0,0,0,6859,0,0
gpqa_encoded,433,12,0,0,0,0,7362,0,0
gpqa_encoded,433,13,0,0,0,0,6563,0,0
gpqa_encoded,433,14,0,0,0,0,3954,0,0
gpqa_encoded,433,15,0,0,0,0,7511,0,0
gpqa_encoded,433,16,0,0,0,0,5475,0,0
gpqa_encoded,433,17,0,0,0,0,8917,0,0
gpqa_encoded,433,18,0,0,0,0,4582,0,0
gpqa_encoded,433,19,0,0,0,0,5681,0,0
gpqa_encoded,433,20,0,0,0,0,4341,0,0
gpqa_encoded,433,21,0,0,0,0,8903,0,0
gpqa_encoded,433,22,0,0,0,0,14129,0,0
gpqa_encoded,433,23,0,0,0,0,5251,0,0
gpqa_encoded,433,0,1,0,0,0,5051,0,0
gpqa_encoded,433,1,1,0,0,0,4502,0,0
gpqa_encoded,433,2,1,0,0,0,5480,0,0
gpqa_encoded,433,3,1,0,0,0,8328,0,0
gpqa_encoded,433,4,1,0,0,0,3728,0,0
gpqa_encoded,433,5,1,0,0,0,4209,0,0
gpqa_encoded,433,6,1,0,0,0,5575,0,0
gpqa_encoded,433,7,1,0,0,0,3653,0,0
gpqa_encoded,433,8,1,0,0,0,3959,0,0
gpqa_encoded,433,9,1,0,0,0,6509,0,0
gpqa_encoded,433,10,1,0,0,0,8050,0,0
gpqa_encoded,433,11,1,0,0,0,6546,0,0
gpqa_encoded,433,12,1,0,0,0,7034,0,0
gpqa_encoded,433,13,1,0,0,0,5503,0,0
gpqa_encoded,433,14,1,0,0,0,5694,0,0
gpqa_encoded,433,15,1,0,0,0,5472,0,0
gpqa_encoded,433,16,1,0,0,0,4673,0,0
gpqa_encoded,433,17,1,0,0,0,14534,0,0
gpqa_encoded,433,18,1,0,0,0,4690,0,0
gpqa_encoded,433,19,1,0,0,0,4161,0,0
gpqa_encoded,433,20,1,0,0,0,5691,0,0
gpqa_encoded,433,21,1,0,0,0,3950,0,0
gpqa_encoded,433,22,1,0,0,0,8231,0,0
gpqa_encoded,433,23,1,0,0,0,4498,0,0
gpqa_encoded,450,0,0,0,0,0,14211,0,0
gpqa_encoded,450,1,0,0,0,0,8722,0,0
gpqa_encoded,450,2,0,0,0,0,8108,0,0
gpqa_encoded,450,3,0,0,0,0,3639,0,0
gpqa_encoded,450,4,0,0,0,0,6275,0,0
gpqa_encoded,450,5,0,0,0,0,8611,0,0
gpqa_encoded,450,6,0,1,0,0,7177,0,1
gpqa_encoded,450,7,0,0,0,0,8129,0,0
gpqa_encoded,450,8,0,0,0,0,9218,0,0
gpqa_encoded,450,9,0,0,0,0,5029,0,0
gpqa_encoded,450,10,0,0,0,0,5304,0,0
gpqa_encoded,450,11,0,0,0,0,8285,0,0
gpqa_encoded,450,12,0,0,0,0,5424,0,0
gpqa_encoded,450,13,0,0,0,0,4831,0,0
gpqa_encoded,450,14,0,0,0,0,4236,0,0
gpqa_encoded,450,15,0,0,0,0,12523,0,0
gpqa_encoded,450,16,0,0,0,0,5035,0,0
gpqa_encoded,450,17,0,1,0,0,2562,0,1
gpqa_encoded,450,18,0,0,0,0,9619,0,0
gpqa_encoded,450,19,0,0,0,0,11291,0,0
gpqa_encoded,450,20,0,0,0,0,11723,0,0
gpqa_encoded,450,21,0,0,0,0,7095,0,0
gpqa_encoded,450,22,0,0,0,0,6105,0,0
gpqa_encoded,450,23,0,0,0,0,4464,0,0
gpqa_encoded,450,0,1,0,0,0,22693,0,0
gpqa_encoded,450,1,1,0,0,0,15217,0,0
gpqa_encoded,450,2,1,0,0,0,5419,0,0
gpqa_encoded,450,3,1,0,0,0,3522,0,0
gpqa_encoded,450,4,1,0,0,0,10943,0,0
gpqa_encoded,450,5,1,0,0,0,4853,0,0
gpqa_encoded,450,6,1,0,0,0,32066,0,0
gpqa_encoded,450,7,1,1,1,0,1403,0,1
gpqa_encoded,450,8,1,1,0,0,16051,0,1
gpqa_encoded,450,9,1,0,0,0,3952,0,0
gpqa_encoded,450,10,1,1,0,0,10997,0,1
gpqa_encoded,450,11,1,1,0,0,4889,0,1
gpqa_encoded,450,12,1,0,0,0,5715,0,0
gpqa_encoded,450,13,1,1,0,0,1571,0,1
gpqa_encoded,450,14,1,0,0,0,11898,0,0
gpqa_encoded,450,15,1,0,0,0,4224,0,0
gpqa_encoded,450,16,1,1,0,0,14109,0,1
gpqa_encoded,450,17,1,1,0,0,5629,0,1
gpqa_encoded,450,18,1,0,0,0,10077,0,0
gpqa_encoded,450,19,1,0,0,0,15189,0,0
gpqa_encoded,450,20,1,0,0,0,6796,0,0
gpqa_encoded,450,21,1,0,0,0,13478,0,0
gpqa_encoded,450,22,1,0,0,0,6459,0,0
gpqa_encoded,450,23,1,0,0,0,6076,0,0
gpqa_encoded,486,0,0,0,0,0,38887,0,0
gpqa_encoded,486,1,0,0,0,0,16604,0,0
gpqa_encoded,486,2,0,0,0,0,41910,0,0
gpqa_encoded,486,3,0,0,0,0,13510,0,0
gpqa_encoded,486,4,0,0,0,0,11584,0,0
gpqa_encoded,486,5,0,1,0,0,52697,0,1
gpqa_encoded,486,6,0,0,0,0,26046,0,0
gpqa_encoded,486,7,0,0,0,0,28065,0,0
gpqa_encoded,486,8,0,0,0,0,57178,1,0
gpqa_encoded,486,9,0,0,0,0,60871,1,0
gpqa_encoded,486,10,0,0,0,0,18963,0,0
gpqa_encoded,486,11,0,0,0,0,16579,0,0
gpqa_encoded,486,12,0,0,0,0,18005,0,0
gpqa_encoded,486,13,0,0,0,0,28995,0,0
gpqa_encoded,486,14,0,0,0,0,57807,1,0
gpqa_encoded,486,15,0,0,0,0,57749,1,0
gpqa_encoded,486,16,0,0,0,0,28461,0,0
gpqa_encoded,486,17,0,1,0,0,34629,0,1
gpqa_encoded,486,18,0,0,0,0,12735,0,0
gpqa_encoded,486,19,0,0,0,0,27593,0,0
gpqa_encoded,486,20,0,0,0,0,49468,0,0
gpqa_encoded,486,21,0,0,0,0,45129,0,0
gpqa_encoded,486,22,0,0,0,0,25463,0,0
gpqa_encoded,486,23,0,0,0,0,51574,0,0
gpqa_encoded,486,0,1,0,0,0,16197,0,0
gpqa_encoded,486,1,1,0,0,0,28662,0,0
gpqa_encoded,486,2,1,1,0,0,26609,0,1
gpqa_encoded,486,3,1,0,0,0,25023,0,0
gpqa_encoded,486,4,1,0,0,0,4668,0,0
gpqa_encoded,486,5,1,0,0,0,39321,0,0
gpqa_encoded,486,6,1,0,0,0,34293,0,0
gpqa_encoded,486,7,1,0,0,0,11918,0,0
gpqa_encoded,486,8,1,0,0,0,34273,0,0
gpqa_encoded,486,9,1,0,0,0,13955,0,0
gpqa_encoded,486,10,1,1,0,0,23050,0,1
gpqa_encoded,486,11,1,0,0,0,16255,0,0
gpqa_encoded,486,12,1,0,0,0,51186,0,0
gpqa_encoded,486,13,1,1,0,0,32397,0,1
gpqa_encoded,486,14,1,0,0,0,60522,1,0
gpqa_encoded,486,15,1,1,0,0,48567,0,1
gpqa_encoded,486,16,1,0,0,0,23347,0,0
gpqa_encoded,486,17,1,0,0,0,18982,0,0
gpqa_encoded,486,18,1,1,0,0,8634,0,1
gpqa_encoded,486,19,1,0,0,0,59573,1,0
gpqa_encoded,486,20,1,1,0,0,33391,0,1
gpqa_encoded,486,21,1,0,0,0,16734,0,0
gpqa_encoded,486,22,1,1,0,0,40092,0,1
gpqa_encoded,486,23,1,1,1,0,32705,0,1
gpqa_encoded,12,0,0,1,0,0,4862,0,1
gpqa_encoded,12,1,0,1,0,0,3159,0,1
gpqa_encoded,12,2,0,1,0,0,3676,0,1
gpqa_encoded,12,3,0,1,0,0,2818,0,1
gpqa_encoded,12,4,0,1,0,0,4483,0,1
gpqa_encoded,12,5,0,1,0,0,4498,0,1
gpqa_encoded,12,6,0,1,0,0,8265,0,1
gpqa_encoded,12,7,0,0,0,0,6325,0,0
gpqa_encoded,12,8,0,1,0,0,6052,0,1
gpqa_encoded,12,9,0,0,0,0,3312,0,0
gpqa_encoded,12,10,0,1,0,0,6411,0,1
gpqa_encoded,12,11,0,0,0,0,6076,0,0
gpqa_encoded,12,12,0,1,0,0,2765,0,1
gpqa_encoded,12,13,0,0,0,0,3418,0,0
gpqa_encoded,12,14,0,0,0,0,7413,0,0
gpqa_encoded,12,15,0,1,0,0,2635,0,1
gpqa_encoded,12,16,0,1,0,0,4125,0,1
gpqa_encoded,12,17,0,1,0,0,5595,0,1
gpqa_encoded,12,18,0,0,0,0,7187,0,0
gpqa_encoded,12,19,0,0,0,0,5622,0,0
gpqa_encoded,12,20,0,0,0,0,8589,0,0
gpqa_encoded,12,21,0,1,0,0,6264,0,1
gpqa_encoded,12,22,0,1,0,0,4903,0,1
gpqa_encoded,12,23,0,1,0,0,4669,0,1
gpqa_encoded,12,0,1,1,1,0,5882,0,1
gpqa_encoded,12,1,1,1,0,0,6605,0,1
gpqa_encoded,12,2,1,1,0,0,10670,0,1
gpqa_encoded,12,3,1,1,0,0,8754,0,1
gpqa_encoded,12,4,1,1,0,0,2106,0,1
gpqa_encoded,12,5,1,1,0,0,7777,0,1
gpqa_encoded,12,6,1,1,1,0,4793,0,1
gpqa_encoded,12,7,1,0,0,0,4562,0,0
gpqa_encoded,12,8,1,0,0,0,6466,0,0
gpqa_encoded,12,9,1,0,0,0,4984,0,0
gpqa_encoded,12,10,1,1,0,0,6686,0,1
gpqa_encoded,12,11,1,0,0,0,7057,0,0
gpqa_encoded,12,12,1,1,1,0,20549,0,1
gpqa_encoded,12,13,1,0,0,0,2851,0,0
gpqa_encoded,12,14,1,1,0,0,4404,0,1
gpqa_encoded,12,15,1,1,1,0,5048,0,1
gpqa_encoded,12,16,1,1,0,0,8321,0,1
gpqa_encoded,12,17,1,0,0,0,1983,0,0
gpqa_encoded,12,18,1,1,1,0,5586,0,1
gpqa_encoded,12,19,1,1,1,0,3656,0,1
gpqa_encoded,12,20,1,0,1,0,15385,0,0
gpqa_encoded,12,21,1,0,0,0,8841,0,0
gpqa_encoded,12,22,1,1,0,0,3512,0,1
gpqa_encoded,12,23,1,1,0,0,4294,0,1
gpqa_encoded,414,0,0,0,0,0,4996,0,0
gpqa_encoded,414,1,0,0,0,0,2387,0,0
gpqa_encoded,414,2,0,0,0,0,1181,0,0
gpqa_encoded,414,3,0,0,0,0,5479,0,0
gpqa_encoded,414,4,0,0,0,0,3461,0,0
gpqa_encoded,414,5,0,0,0,0,2475,0,0
gpqa_encoded,414,6,0,0,0,0,3669,0,0
gpqa_encoded,414,7,0,0,0,0,18507,0,0
gpqa_encoded,414,8,0,0,0,0,1347,0,0
gpqa_encoded,414,9,0,0,0,0,4494,0,0
gpqa_encoded,414,10,0,0,0,0,2739,0,0
gpqa_encoded,414,11,0,0,0,0,5130,0,0
gpqa_encoded,414,12,0,0,0,0,10995,0,0
gpqa_encoded,414,13,0,0,0,0,4944,0,0
gpqa_encoded,414,14,0,0,0,0,3215,0,0
gpqa_encoded,414,15,0,0,0,0,5405,0,0
gpqa_encoded,414,16,0,0,0,0,6838,0,0
gpqa_encoded,414,17,0,0,0,0,9214,0,0
gpqa_encoded,414,18,0,0,0,0,8365,0,0
gpqa_encoded,414,19,0,0,0,0,2461,0,0
gpqa_encoded,414,20,0,0,0,0,2797,0,0
gpqa_encoded,414,21,0,0,0,0,2720,0,0
gpqa_encoded,414,22,0,0,0,0,2722,0,0
gpqa_encoded,414,23,0,0,0,0,2547,0,0
gpqa_encoded,414,0,1,1,1,0,1936,0,1
gpqa_encoded,414,1,1,0,0,0,3626,0,0
gpqa_encoded,414,2,1,0,0,0,4929,0,0
gpqa_encoded,414,3,1,0,0,0,2890,0,0
gpqa_encoded,414,4,1,0,0,0,1604,0,0
gpqa_encoded,414,5,1,0,0,0,4335,0,0
gpqa_encoded,414,6,1,0,0,0,3060,0,0
gpqa_encoded,414,7,1,0,0,0,2035,0,0
gpqa_encoded,414,8,1,0,0,0,5780,0,0
gpqa_encoded,414,9,1,0,0,0,2447,0,0
gpqa_encoded,414,10,1,0,0,0,1278,0,0
gpqa_encoded,414,11,1,1,0,0,9020,0,1
gpqa_encoded,414,12,1,0,0,0,3455,0,0
gpqa_encoded,414,13,1,0,0,0,1786,0,0
gpqa_encoded,414,14,1,0,0,0,8032,0,0
gpqa_encoded,414,15,1,0,0,0,2075,0,0
gpqa_encoded,414,16,1,0,0,0,1808,0,0
gpqa_encoded,414,17,1,0,0,0,4948,0,0
gpqa_encoded,414,18,1,0,0,0,2895,0,0
gpqa_encoded,414,19,1,0,0,0,3638,0,0
gpqa_encoded,414,20,1,0,0,0,935,0,0
gpqa_encoded,414,21,1,0,0,0,3278,0,0
gpqa_encoded,414,22,1,0,0,0,1066,0,0
gpqa_encoded,414,23,1,0,0,0,2222,0,0
gpqa_encoded,227,0,0,0,0,0,5375,0,0
gpqa_encoded,227,1,0,0,0,0,10680,0,0
gpqa_encoded,227,2,0,0,0,0,16488,0,0
gpqa_encoded,227,3,0,0,0,0,5068,0,0
gpqa_encoded,227,4,0,0,0,0,15880,0,0
